sls_ord_num,sls_prd_key,sls_cust_id,sls_store_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO80080,GAM_CTR-1012,25549,6,20251231,20260110,20260114,4522,2,2261
SO80080,MOB_SMP-1006,25549,6,20251231,20260110,20260114,1338,1,1338
SO80080,MOB_TAB-1010,25549,6,20251231,20260110,20260114,47118,3,15706
SO80080,DIS_MON-1008,25549,6,20251231,20260110,20260114,22497,1,22497
SO80081,MOB_SMP-1009,25067,5,20251212,20251218,20251225,49017,1,49017
SO80082,ACC_CAB-1006,23017,3,20251201,20251205,20251215,281,1,281
SO80083,GAM_CON-1003,26181,5,20251206,20251213,20251226,1174,1,1174
SO80084,GAM_CTR-1008,26578,2,20251221,20251229,20260110,2995,1,2995
SO80085,GAM_CTR-1005,25493,7,20251212,20251222,20251225,2306,1,2306
SO80086,ACC_CHG-1001,26065,7,20251222,20251224,20260110,570,1,570
SO80087,ACC_PWB-1005,21246,2,0,20251213,20251228,1874,2,937
SO80087,GAM_CTR-1015,21246,2,20251210,20251213,20251228,4241,1,4241
SO80087,ACC_CHG-1011,21246,2,20251210,20251213,20251228,3657,3,1219
SO80088,COM_MTB-1001,24640,1,20251216,20251222,20260102,16248,2,8124
SO80088,ACC_CAB-1019,24640,1,20251216,20251222,20260102,284,2,142
SO80088,GAM_CON-1019,24640,1,20251216,20251222,20260102,1286,1,1286
SO80089,COM_MTB-1003,23503,3,20251205,20251210,20251219,24204,3,8068
SO80089,COM_STR-1006,23503,3,20251205,20251210,20251219,11244,2,5622
SO80090,COM_STR-1017,21239,7,20251206,20251213,20251225,18698,2,-9349
SO80090, COM_RAM-1006,21239,7,20251206,20251213,20251225,3730,2,1865
SO80090, MOB_SMP-1011,21239,7,20251206,20251213,20251225,51224,2,25438
SO80091,GAM_CON-1015,20014,1,20251224,20260102,20260104,28807,1,28807
SO80091,COM_DSK-1007,20014,1,20251224,20260102,20260104,49568,1,49568
SO80092,COM_MTB-1005,24029,7,20251228,20251231,20260107,5042,2,2521
SO80092,COM_GPU-1011,24029,7,20251228,20251231,20260107,74226,2,37113
SO80093,COM_LAP-1008,20627,7,20251214,20251217,20251226,116985,3,38995
SO80094,GAM_CON-1019,23997,4,20251214,20251216,20251226,1210,1,1210
SO80095,ACC_CHG-1014,26944,4,20251221,20251231,20260103,1257,3,419
SO80096,MOB_SWA-1011,25554,4,20251226,20251228,20260107,4092,1,4092
SO80097,GAM_ACC-1005,20647,1,20251211,20251214,20251223,2386,2,1193
SO80097,COM_DSK-1001,20647,1,20251211,20251214,20251223,15872,1,15872
SO80098,GAM_ACC-1012,27349,4,20251211,20251216,20251222,6240,3,2080
SO80099,COM_LAP-1010,23153,3,20251219,20251226,20260106,192114,3,64038
SO80100,ACC_CAS-1010,21289,2,20251201,20251203,20251217,716,2,358
SO80101,GAM_CON-1016,21608,7,20251229,20260108,20260111,12104,1,0
SO80101,MOB_SWA-1001,21608,7,20251229,20260108,20260111,12172,1,12172
SO80101,MOB_SMP-1012,21608,7,20251229,20260108,20260111,1318,1,1318
SO80102,ACC_CHG-1015,25843,3,20251229,20260108,20260114,,2,1084
SO80102,COM_MTB-1001,25843,3,20251229,20260108,20260114,15550,2,7775
SO80103,COM_DSK-1004,25676,2,20251229,20260105,20260109,27627,1,27627
SO80103,GAM_CON-1019,25676,2,20251229,20260105,20260109,2352,2,1176
SO80104,ACC_CAB-1014,23516,2,20251202,20251209,20251212,320,1,320
SO80105,ACC_CAB-1012,27063,3,20251223,20251227,20260109,606,1,378
SO80106,ACC_CAB-1004,25757,2,20251230,20260106,20260115,159,1,159
SO80107,COM_GPU-1007,21327,1,20251220,20251222,20260101,1225,1,1225
SO80107,GAM_CTR-1013,21327,1,20251220,20251222,20260101,2170,2,1085
SO80108,DIS_MON-1004,21365,5,20251220,20251223,20260106,12028,2,6014
SO80109,MOB_SWA-1006,22962,5,20251211,20251217,20251227,13823,1,13823
SO80109,MOB_SWA-1023,22962,5,20251211,20251217,20251227,25070,2,12535
SO80110,ACC_PWB-1015,27217,2,20251212,20251217,20251222,8563,3,2698
SO80111,MOB_TAB-1013,25844,5,20251223,20251225,20260108,31602,2,15801
SO80112,DIS_MON-1007,22495,6,20251224,20251228,20260110,12050,1,12050
SO80113,ACC_PWB-1016,24827,5,20251219,20251227,20251231,3482,2,-1741
SO80113,GAM_ACC-1002,24827,5,20251219,20251227,20251231,2394,2,1197
SO80114,GAM_ACC-1018,26959,5,20251209,20251218,20251226,,1,1395
SO80115,COM_RAM-1004,22316,7,20251223,0,20260111,4050,1,4050
SO80116,DIS_TVS-1009,20839,6,20251205,20251212,20251220,16037,1,16037
SO80117,GAM_CTR-1012,24784,7,20251219,20251221,20251231,2177,1,2177
SO80117,GAM_ACC-1014,24784,7,20251219,20251221,20251231,687,1,687
SO80118,COM_DSK-1007,21250,7,20251227,20251229,20260116,48634,1,48634
SO80118,DIS_MON-1003,21250,7,20251227,20251229,20260116,12013,1,12013
SO80119,GAM_ACC-1006,24752,2,20251206,20251216,20251221,6170,2,3085
SO80120,COM_DSK-1006,27762,6,20251212,20251221,20260101,105670,2,52835
SO80120,ACC_CHG-1013,27762,6,20251212,20251221,20260101,778,1,0
SO80120,COM_DSK-1002,27762,6,20251212,20251221,20260101,88040,2,44020
SO80121,DIS_TVS-1004,23171,4,20251218,20251224,20251229,176685,3,58895
SO80122,ACC_CHG-1016,27869,5,20251215,20251218,20251230,757,1,757
SO80122,ACC_CAB-1002,27869,5,20251215,20251218,20251230,3855,3,1285
SO80122,GAM_CON-1016,27869,5,20251215,20251218,20251230,22892,2,11446
SO80122,GAM_ACC-1007,27869,5,20251215,20251218,20251230,7394,2,3697
SO80123,MOB_TAB-1005,23382,5,20251211,20251217,20251221,49752,3,16584
SO80123,COM_LAP-1002,23382,5,20251211,20251217,20251221,102594,1,102594
SO80123,GAM_ACC-1009,23382,5,20251211,20251217,20251221,7110,3,2370
SO80124,GAM_CTR-1007,23757,3,20251204,20251212,20251217,4201,1,3850
SO80124,ACC_PWB-1012,23757,3,20251204,20251212,20251217,4492,2,2246
SO80125,COM_LAP-1009,22949,1,20251206,20251212,20251220,56008,2,28004
SO80125,MOB_SMP-1006,22949,1,20251206,20251212,20251220,1155,1,1155
SO80126,MOB_SMP-1011,22910,3,20251210,20251214,20251220,25075,1,25075
SO80127,GAM_ACC-1003,21948,2,20251231,20260108,20260114,2950,1,2950
SO80128,COM_STR-1009,24281,4,20251216,20251221,20251228,5486,1,5486
SO80129,COM_STR-1005,26455,2,20251228,20251231,20260111,5068,1,5068
SO80130,ACC_CAS-1012,24569,2,20251201,20251210,20251213,1192,1,1192
SO80131,GAM_CON-1018,26024,4,20251203,20251212,20251220,39147,3,13049
SO80132,GAM_CON-1004,27444,6,20251229,20260104,20260112,28462,1,28462
SO80133,DIS_TVS-1005,20699,3,20251203,20251208,20251213,88010,2,44005
SO80134,COM_RAM-1012,22547,7,20251225,20260103,20260106,4531,1,4531
SO80135,ACC_CAS-1013,22132,2,20251226,20260102,20260105,814,2,407
SO80136,MOB_SMP-1001,27044,5,20251202,20251205,20251217,47297,1,47297
SO80137,GAM_CTR-1004,23103,7,20251218,20251224,20260101,14424,3,4808
SO80137,GAM_CON-1015,23103,7,20251218,20251224,20260101,25856,1,25856
SO80138,ACC_CAS-1012,21878,2,20251221,20251227,20260107,1316,1,1316
SO80138,COM_DSK-1009,21878,2,20251221,20251227,20260107,3699,3,1233
SO80138,MOB_SWA-1020,21878,2,20251221,20251227,20260107,6532,1,6337
SO80139,GAM_CTR-1009,22311,7,20251216,20251222,20251226,4880,2,2440
SO80139,COM_STR-1016,22311,7,20251216,20251222,20251226,5802,1,5802
SO80140,DIS_TVS-1013,21511,2,20251215,20251224,20251225,78722,2,39361
SO80140,DIS_MON-1012,21511,2,20251215,20251224,20251225,4149,1,4149
SO80140,ACC_CAB-1007,21511,2,20251215,20251224,20251225,337,1,337
SO80140,COM_LAP-1012,21511,2,20251215,20251224,20251225,156646,2,78323
SO80140,MOB_TAB-1014,21511,2,20251215,20251224,20251225,61064,2,30532
SO80141,COM_STR-1002,21560,5,20251223,20251230,20260109,7207,1,7207
SO80142,ACC_CHG-1016,21238,5,20251220,20251227,20260109,2310,3,770
SO80143,ACC_CAB-1004,23121,1,20251217,20251227,20260104,318,2,159
SO80144, ACC_CAS-1007,25149,3,20251231,20260108,20260114,801,3,267
SO80145,COM_LAP-1004,26587,6,20251215,20251225,20251226,65441,1,65441
SO80145,COM_MTB-1004,26587,6,20251215,20251225,20251226,13071,1,13071
SO80146,GAM_CON-1008,23284,7,20251229,20260101,20260112,60390,3,20130
SO80146,COM_MTB-1008,23284,7,20251229,20260101,20260112,10520,1,10664
SO80146,GAM_ACC-1012,23284,7,20251229,20260101,20260112,4370,2,2185
SO80147,DIS_TVS-1012,22719,2,20251226,20260102,20260105,54996,1,54996
SO80147,MOB_TAB-1007,22719,2,20251226,20260102,20260105,15952,2,7976
SO80148,DIS_TVS-1014,22194,5,20251220,20251222,20251230,40340,1,40340
SO80149,DIS_MON-1009,26902,4,20251216,20251226,20260102,13150,1,13150
SO80149,ACC_CAB-1003,26902,4,20251216,20251226,20260102,920,2,460
SO80149,ACC_PWB-1004,26902,4,20251216,20251226,20260102,5582,2,0
SO80149,DIS_TVS-1003,26902,4,20251216,20251226,20260102,15741,1,15741
SO80149,COM_STR-1003,26902,4,20251216,20251226,20260102,7284,1,7284
SO80150,GAM_ACC-1006,20759,6,0,20251208,20251221,3329,1,3329
SO80151,COM_MTB-1002,20914,7,20251229,20260105,20260113,17608,2,8804
SO80152,ACC_CHG-1013,23147,2,20251214,20251224,20251228,739,1,739
SO80153,MOB_SMP-1008,21630,7,20251222,20251228,20260103,33096,2,16548
SO80153,COM_MTB-1008,21630,7,20251222,20251228,20260103,21510,2,10755
SO80154,DIS_TVS-1008,20419,4,20251220,20251224,20260105,64638,1,64638
SO80154,GAM_CON-1006,20419,4,20251220,20251224,20260105,27735,1,27735
SO80154,MOB_TAB-1006,20419,4,20251220,20251224,20260105,25722,3,8574
SO80155,COM_DSK-1008,21142,3,20251224,20260103,20260108,71159,1,71159
SO80156,ACC_CAB-1007,21818,1,20251220,20251225,20251230,342,1,342
SO80157,GAM_CTR-1018,22502,1,20251215,20251218,20251226,9366,2,4683
SO80158,GAM_ACC-1012,20218,5,20251218,20251227,20251231,4570,2,2285
SO80158,ACC_CHG-1010,20218,5,20251218,20251227,20251231,1634,2,817
SO80158,COM_DSK-1015,20218,5,20251218,20251227,20251231,79732,2,39866
SO80158,MOB_TAB-1007,20218,5,20251218,20251227,20251231,14926,2,7463
SO80159,COM_LAP-1004,22405,3,20251225,20251229,20260107,68436,1,68436
SO80159,GAM_ACC-1003,22405,3,20251225,20251229,20260107,5834,2,2917
SO80160,GAM_ACC-1017,20532,4,20251201,20251209,20251215,10488,3,3496
SO80160,ACC_CAB-1010,20532,4,20251201,20251209,20251215,,1,0
SO80160,COM_GPU-1008,20532,4,20251201,20251209,20251215,43369,1,-43369
SO80161,COM_DSK-1006,20319,7,20251204,20251209,20251216,,1,53375
SO80161,ACC_CAS-1015,20319,7,20251204,20251209,20251216,524,2,262
SO80161,MOB_SMP-1012,20319,7,20251204,20251209,20251216,1285,1,1285
SO80162,MOB_SWA-1002,,6,20251218,20251227,20251230,31965,3,10655
SO80163,GAM_CTR-1010,27048,4,20251218,20251222,20260102,1526,1,1526
SO80164,ACC_CAS-1004,23797,3,20251202,20251208,20251215,3531,3,0
SO80165,ACC_PWB-1005,22888,5,20251201,20251209,20251215,1660,2,-830
SO80166,ACC_CAB-1011,21902,4,20251224,20251226,20260103,1176,3,392
SO80167,COM_MTB-1008,20459,4,20251213,20251215,20251226,11327,1,11618
SO80167,MOB_SWA-1008,20459,4,20251213,20251215,20251226,26732,2,13366
SO80167,MOB_SMP-1009,20459,4,20251213,20251215,20251226,97854,2,48927
SO80168,DIS_TVS-1014,20891,4,20251226,20260103,20260110,85274,2,42637
SO80169,ACC_CAB-1020,27715,5,20251229,20260104,20260111,466,1,466
SO80169,ACC_CAB-1006,27715,5,20251229,20260104,20260111,287,1,287
SO80169,GAM_CTR-1012,27715,5,20251229,20260104,20260111,4342,2,2171
SO80169,COM_DSK-1005,27715,5,20251229,20260104,20260111,36902,1,36902
SO80170,GAM_CTR-1004,27298,1,20251224,20260102,20260112,4538,1,4845
SO80171,ACC_CAB-1016,20587,4,20251223,20251230,20260107,121,1,121
SO80171,MOB_SMP-1003,20587,4,20251223,20251230,20260107,46686,2,23343
SO80172,MOB_TAB-1009,20964,4,20251215,20251223,20251229,63110,2,31555
SO80172,GAM_CON-1020,20964,4,0,20251223,20251229,54022,2,27011
SO80172,ACC_CAB-1021,20964,4,0,20251223,20251229,183,3,61
SO80173,ACC_CAS-1010,22795,1,20251229,20260101,20260108,1125,3,375
SO80174,DIS_TVS-1004,26709,2,20251221,20251223,20260104,57281,1,57281
SO80174,COM_RAM-1009,26709,2,20251221,20251223,20260104,6832,2,3416
SO80175,GAM_ACC-1011,21911,4,20251225,20251227,20260105,3352,2,1676
SO80175,MOB_TAB-1002,21911,4,20251225,20251227,20260105,21487,1,21487
SO80176,ACC_CAS-1001,25514,6,20251229,20260103,20260111,400,2,200
SO80176,ACC_CAS-1008,25514,6,20251229,20260103,20260111,1134,3,378
SO80176,DIS_MON-1012,25514,6,20251229,20260103,20260111,4210,1,4210
SO80176,GAM_CTR-1013,25514,6,20251229,0,20260111,2192,2,1096
SO80177,DIS_TVS-1002,25371,1,20251211,20251215,20251229,39794,2,19897
SO80178,ACC_CAB-1006,23738,2,20251224,20251230,20260113,825,3,275
SO80178, GAM_CON-1015,23738,2,20251224,20251230,20260113,53530,2,26765
SO80178,ACC_PWB-1017,23738,2,20251224,20251230,20260113,1074,1,1087
SO80179,ACC_CAB-1018,20115,5,0,20251223,20260104,2574,2,1287
SO80180,COM_RAM-1009,26929,7,20251216,20251219,20251227,3159,1,3159
SO80180,ACC_PWB-1006,26929,7,20251216,20251219,20251227,1754,1,1754
SO80180,ACC_CAS-1007,26929,7,20251216,20251219,20251227,590,2,295
SO80181,ACC_CAS-1001,20218,6,20251206,20251213,20251222,606,3,202
SO80181,ACC_CHG-1004,20218,6,20251206,20251213,20251222,846,1,846
SO80182,COM_GPU-1007,21362,1,20251214,20251224,20251224,2622,2,1311
SO80183,ACC_CAB-1014,25683,1,20251221,20251228,20251231,327,1,327
SO80184,ACC_CAB-1005,24241,3,20251210,20251218,20251226,243,1,243
SO80185,COM_MTB-1007,20490,3,20251221,20251226,20260103,3725,1,3388
SO80186,GAM_CON-1006,22652,1,20251211,20251221,20251231,58012,2,29006
SO80187,DIS_TVS-1003,23640,6,20251214,20251223,20260102,32566,2,16283
SO80188,GAM_CON-1012,22964,6,20251230,20260105,20260117,30418,1,30418
SO80188,DIS_MON-1003,22964,6,20251230,20260105,20260117,36747,3,12249
SO80189,COM_STR-1004,26443,5,20251221,20251230,20260105,7900,2,3950
SO80189,ACC_PWB-1011,26443,5,20251221,20251230,20260105,5430,2,2715
SO80190,COM_RAM-1007,20663,5,20251231,20260106,20260120,3074,1,3074
SO80191,GAM_ACC-1018,21135,3,20251210,20251214,20251224,1389,1,1389
SO80191,DIS_TVS-1001,21135,3,20251210,20251214,20251224,22566,2,11283
SO80192,DIS_MON-1001,20628,6,20251202,20251212,20251216,25114,2,12557
SO80193,DIS_TVS-1006,21625,7,20251216,20251222,20260105,65293,1,65293
SO80193,ACC_CAB-1019,21625,7,20251216,20251222,20260105,284,2,142
SO80193,ACC_CHG-1012,21625,7,20251216,20251222,20260105,1572,2,786
SO80193,GAM_CON-1006,21625,7,20251216,20251222,20260105,25505,1,25505
SO80193, GAM_ACC-1012,21625,7,20251216,20251222,20260105,2193,1,2193
SO80193,COM_STR-1014,21625,7,20251216,20251222,20260105,27156,3,9052
SO80193,COM_MTB-1008,21625,7,20251216,20251222,20260105,32907,3,10969
SO80193,ACC_CHG-1009,21625,7,20251216,20251222,20260105,1662,2,831
SO80194,COM_STR-1005,25925,4,20251203,20251207,20251222,10732,2,-5366
SO80194,MOB_SWA-1009,25925,4,20251203,20251207,20251222,24225,3,-8075
SO80194,COM_DSK-1014,25925,4,20251203,20251207,20251222,64040,1,64040
SO80195,COM_LAP-1006,22838,1,20251208,20251213,20251225,148281,2,74069
SO80195,MOB_SMP-1003,22838,1,20251208,20251213,20251225,22209,1,22209
SO80196,ACC_CAB-1019,27420,1,20251216,20251221,20251228,155,1,155
SO80197,ACC_CHG-1002,23332,4,20251216,20251225,20251227,536,1,536
SO80197,MOB_TAB-1015,23332,4,20251216,20251225,20251227,62846,2,31423
SO80197,MOB_SWA-1004,23332,4,20251216,20251225,20251227,28122,2,14061
SO80198,COM_STR-1015,23124,4,20251210,20251216,20251224,4269,3,1423
SO80199,DIS_TVS-1002,21744,7,20251208,20251210,20251225,20077,1,20077
SO80200,GAM_CON-1003,27833,3,20251204,20251214,20251221,1249,1,1249
SO80200,DIS_MON-1011,27833,3,20251204,20251214,20251221,28004,2,14002
SO80200,ACC_CAB-1014,27833,3,20251204,20251214,20251221,616,2,0
SO80200,GAM_ACC-1020,27833,3,20251204,20251214,20251221,2593,1,2593
SO80201,COM_RAM-1007,23502,6,20251223,20260101,20260103,6640,2,3320
SO80202,GAM_CTR-1011,20943,2,20251213,20251219,20251227,1474,1,1474
SO80203,ACC_CAS-1002,25818,4,20251203,20251207,20251217,478,1,478
SO80203,ACC_CAS-1012,25818,4,20251203,20251207,20251217,2316,2,1158
SO80204,ACC_CAB-1002,20109,5,20251215,20251218,20251225,1209,1,1209
SO80204,COM_DSK-1008,20109,5,20251215,20251218,20251225,142374,2,71187
SO80204,COM_GPU-1009,20109,5,20251215,20251218,20251225,14855,1,14855
SO80204,COM_LAP-1011,20109,5,20251215,20251218,20251225,53931,1,53931
SO80204,COM_DSK-1020,20109,5,20251215,20251218,20251225,20692,1,20692
SO80204,GAM_CTR-1013,20109,5,20251215,20251218,20251225,3237,3,1079
SO80204,COM_DSK-1014,20109,5,20251215,20251218,20251225,125118,2,0
SO80204,DIS_MON-1002,20109,5,20251215,20251218,20251225,30512,2,15256
SO80204,DIS_MON-1009,20109,5,20251215,20251218,20251225,41952,3,13827
SO80204,COM_DSK-1013,20109,5,20251215,20251218,20251225,1152,1,1152
SO80205,MOB_SMP-1005,20210,7,20251204,20251213,20251221,48854,1,48854
SO80205,GAM_CTR-1007,20210,7,20251204,20251213,20251221,3739,1,3739
SO80205,COM_DSK-1014,20210,7,20251204,20251213,20251221,68013,1,68013
SO80206,MOB_TAB-1007,27697,3,20251224,20251228,20260103,24642,3,8363
SO80206,MOB_SWA-1004,27697,3,20251224,20251228,20260103,45720,3,15240
SO80207,ACC_CHG-1015,23090,1,20251207,0,20251221,1950,2,975
SO80208,DIS_TVS-1013,22929,3,20251226,20251229,20260108,77310,2,38655
SO80209,MOB_TAB-1014,21442,1,20251209,20251212,20251222,29868,1,29868
SO80209,MOB_TAB-1008,21442,1,20251209,20251212,20251222,40812,2,20406
SO80210, COM_MTB-1003,23006,3,20251206,20251209,20251221,7657,1,7657
SO80211,ACC_CAS-1008,26729,1,20251223,20251226,20260102,1065,3,355
SO80212,ACC_CHG-1016,26339,2,20251212,20251220,20260101,2397,3,799
SO80212,MOB_TAB-1014,26339,2,20251212,20251220,20260101,,1,32466
SO80212,ACC_PWB-1006,26339,2,20251212,20251220,20260101,3372,2,1686
SO80212,COM_LAP-1001,26339,2,20251212,20251220,20260101,113388,2,56694
SO80212,GAM_ACC-1008,26339,2,20251212,20251220,20260101,6522,2,3033
SO80212,ACC_PWB-1011,26339,2,20251212,20251220,20260101,2642,1,2642
SO80213,ACC_CAS-1006,22344,2,20251209,20251215,20251220,207,1,207
SO80213,COM_MTB-1008,22344,2,20251209,20251215,20251220,11065,1,11065
SO80214,COM_DSK-1020,21112,6,20251220,20251228,20260102,44806,2,22403
SO80215,DIS_MON-1004,25513,5,20251227,20260101,20260107,12328,2,6164
SO80216,COM_STR-1017,26344,7,20251210,20251220,20251220,9352,1,9352
SO80217,MOB_SWA-1016,23930,4,20251211,20251218,20251231,4537,1,4537
SO80217,COM_STR-1007,23930,4,20251211,20251218,20251231,8249,1,8249
SO80218,COM_MTB-1008,25453,5,20251223,20251229,20260102,30225,3,10075
SO80218,ACC_CAS-1012,25453,5,20251223,20251229,20260102,1293,1,1293
SO80218,GAM_ACC-1010,25453,5,20251223,20251229,20260102,1783,1,1783
SO80218,MOB_SWA-1022,25453,5,20251223,20251229,20260102,13369,1,13369
SO80219,MOB_TAB-1014,26205,6,20251208,20251218,20251221,31596,1,31596
SO80220,ACC_PWB-1002,20628,7,20251226,20260101,20260113,1926,3,642
SO80221,ACC_CHG-1015,24273,3,20251227,20260104,20260107,1038,1,1038
SO80221,MOB_TAB-1005,24273,3,20251227,20260104,20260107,16581,1,16581
SO80222,COM_GPU-1009,23753,2,20251201,20251205,20251219,16292,1,16292
SO80222,ACC_CAB-1013,23753,2,20251201,20251205,20251219,396,1,396
SO80223,GAM_CTR-1003,22154,2,20251217,20251219,20260103,3144,1,3144
SO80224,COM_RAM-1014,20624,2,20251213,20251220,20251226,8853,3,2951
SO80225,COM_RAM-1012,26020,3,20251223,20260101,20260105,4155,1,4155
SO80226,COM_LAP-1002,22257,7,20251223,20251227,20260110,101332,1,101332
SO80226,COM_LAP-1007,22257,7,20251223,20251227,20260110,98787,1,98787
SO80227,COM_RAM-1016,20663,7,0,20251221,20251230,960,1,960
SO80227,MOB_TAB-1003,20663,7,0,20251221,20251230,58728,3,19576
SO80228,ACC_CHG-1015,23086,3,20251205,20251212,20251217,1912,2,956
SO80229,COM_GPU-1008,22594,7,20251215,20251218,20251231,86576,2,43288
SO80230, GAM_CON-1019,23915,7,20251228,20251231,20260111,1341,1,-1341
SO80231,COM_GPU-1008,21630,7,20251231,20260108,20260114,41176,1,41176
SO80231,COM_MTB-1004,21630,7,20251231,20260108,20260114,13943,1,13943
SO80232,MOB_SWA-1018,27145,5,20251208,20251211,20251221,22494,2,11247
SO80232,MOB_TAB-1014,27145,5,20251208,20251211,20251221,98298,3,32766
SO80232,GAM_ACC-1012,27145,5,20251208,20251211,20251221,2366,1,2366
SO80233,ACC_CHG-1015,20994,1,20251221,20251226,20251231,2841,3,947
SO80234,GAM_CTR-1001,27750,3,20251214,20251224,20251225,3835,1,3835
SO80235,COM_STR-1017,27684,5,20251220,20251225,20251231,9238,1,9238
SO80236,GAM_CON-1020,27215,2,20251203,20251208,20251213,61974,2,30987
SO80237,COM_GPU-1003,21965,6,20251210,20251216,20251222,1336,1,1336
SO80237,COM_MTB-1003,21965,6,20251210,20251216,20251222,14802,2,7401
SO80237,COM_DSK-1004,21965,6,20251210,20251216,20251222,80460,3,26820
SO80238,ACC_CHG-1006,25749,3,20251220,20251228,20251230,686,1,934
SO80239, GAM_ACC-1018,22250,7,20251227,20251231,20260111,1501,1,1501
SO80240,COM_MTB-1004,20363,1,20251229,20251231,20260116,14044,1,14044
SO80240,COM_GPU-1006,20363,1,20251229,20251231,20260116,143756,2,71878
SO80241,COM_DSK-1018,27838,1,20251213,20251217,20251230,32159,1,32159
SO80242,GAM_ACC-1011,22749,7,20251231,20260107,20260119,1477,1,1477
SO80243,DIS_TVS-1002,26769,1,20251230,20260103,20260118,35520,2,17760
SO80243,MOB_SWA-1012,26769,1,20251230,20260103,20260118,36666,3,12222
SO80244,ACC_CAB-1001,23735,3,20251210,20251214,20251228,484,2,242
SO80245,MOB_TAB-1007,22737,1,20251228,20260101,20260117,24123,3,8041
SO80246,GAM_CTR-1009,23679,2,20251222,20251230,20260110,4916,2,2458
SO80246,COM_STR-1017,23679,2,20251222,20251230,20260110,16802,2,8401
SO80247,GAM_CTR-1009,22353,7,20251229,20260106,20260112,2473,1,2473
SO80247,COM_STR-1004,22353,7,20251229,20260106,20260112,7620,2,3810
SO80247,DIS_TVS-1011,22353,7,20251229,20260106,20260112,52121,1,52121
SO80247,ACC_PWB-1011,22353,7,20251229,20260106,20260112,5692,2,2846
SO80248,COM_DSK-1008,20124,1,20251201,20251203,20251215,136990,2,68495
SO80249,MOB_SMP-1011,23406,3,20251208,0,20251228,48070,2,24035
SO80249,MOB_SMP-1002,23406,3,20251208,20251218,20251228,18645,1,18645
SO80250,COM_LAP-1006,20617,5,20251219,20251227,20251229,155762,2,0
SO80250,COM_GPU-1012,20617,5,20251219,20251227,20251229,30519,1,30519
SO80250,COM_RAM-1013,20617,5,20251219,20251227,20251229,3396,2,1698
SO80250,ACC_CAS-1015,20617,5,20251219,20251227,20251229,538,2,269
SO80250,COM_STR-1002,20617,5,20251219,20251227,20251229,22596,3,7532
SO80250,DIS_MON-1012,20617,5,20251219,20251227,20251229,8398,2,4199
SO80251,ACC_PWB-1018,21067,7,20251217,20251225,20260104,4590,2,2295
