sls_ord_num,sls_prd_key,sls_cust_id,sls_store_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO60015,MOB_TAB-1006,23839,7,20250117,20250122,20250128,7385,1,7385
SO60015,DIS_MON-1004,23839,7,20250117,20250122,20250128,9506,2,4753
SO60015,MOB_SMP-1002,23839,7,20250117,20250122,20250128,16091,1,16091
SO60015,COM_GPU-1004,23839,7,20250117,20250122,20250128,56424,2,28212
SO60015,COM_STR-1011,23839,7,20250117,20250122,20250128,14472,2,7236
SO60016,MOB_TAB-1007,22558,1,20240513,20240519,20240529,13514,2,6757
SO60017,COM_RAM-1002,23088,5,20250108,20250116,20250127,,1,3327
SO60018,GAM_ACC-1014,25606,3,20230902,20230906,20230912,556,1,556
SO60019,DIS_MON-1005,24719,7,20230526,20230604,20230605,15511,1,15078
SO60020,GAM_CTR-1012,26922,7,20230129,20230203,20230211,1793,1,1793
SO60020,MOB_SWA-1011,26922,7,20230129,20230203,20230211,9429,3,3143
SO60020,COM_MTB-1005,26922,7,20230129,20230203,20230211,,1,1975
SO60021,GAM_ACC-1011,24097,4,20230223,20230226,20230308,1351,1,1351
SO60022,GAM_CON-1009,21398,1,20240413,20240421,20240427,54690,3,18230
SO60023,GAM_CTR-1006,25559,5,20230421,20230429,20230501,11964,3,3995
SO60024,ACC_CAB-1001,24808,7,20231128,20231207,20231216,193,1,193
SO60025,ACC_CAB-1017,26711,7,20250203,20250205,20250217,276,3,92
SO60025,GAM_CON-1008,26711,7,20250203,20250205,20250217,14324,1,14324
SO60026,MOB_SMP-1012,21009,5,20250414,20250418,20250429,952,1,952
SO60026,ACC_CAS-1012,21009,5,20250414,20250418,20250429,2170,2,1085
SO60027,COM_GPU-1004,23508,4,20230531,20230602,20230620,49410,2,24705
SO60027,COM_LAP-1006,23508,4,20230531,20230602,20230620,58565,1,0
SO60028,MOB_SWA-1010,21700,1,20230426,20230504,20230509,16234,2,8117
SO60029,GAM_CTR-1009,21688,7,20240310,20240316,20240325,2256,1,2256
SO60029,COM_RAM-1001,21688,7,20240310,20240316,20240325,6308,2,-3154
SO60030,DIS_TVS-1011,20665,7,20230415,20230417,20230429,45050,1,44942
SO60031,ACC_CAB-1001,26445,2,20240805,20240815,20240822,217,1,217
SO60032,COM_DSK-1016,26879,6,20250520,20250522,20250606,26800,2,13400
SO60033,MOB_TAB-1007,25137,7,20230117,20230119,20230129,19809,3,6603
SO60034,DIS_TVS-1009,23038,3,20240108,20240116,20240120,13283,1,13366
SO60035,MOB_TAB-1005,23822,3,20250806,20250810,20250824,14219,1,14219
SO60036,ACC_PWB-1005,20813,2,20250910,20250918,20250930,2274,3,758
SO60036,COM_RAM-1007,20813,2,20250910,20250918,20250930,4958,2,2479
SO60036,COM_STR-1017,20813,2,0,20250918,20250930,7257,1,7257
SO60037,COM_LAP-1004,22804,2,20250901,20250909,20250919,104578,2,52289
SO60037,COM_RAM-1014,22804,2,20250901,20250909,20250919,4576,2,2288
SO60037,GAM_CON-1015,22804,2,20250901,20250909,20250919,23429,1,23429
SO60037,ACC_CAB-1004,22804,2,20250901,20250909,20250919,254,2,127
SO60038,COM_LAP-1005,23985,1,20240427,20240430,20240510,77449,1,77449
SO60039,MOB_SMP-1011,26132,2,20250419,20250426,20250508,39762,2,19881
SO60039,ACC_CHG-1008,26132,2,20250419,20250426,20250508,760,1,760
SO60040,MOB_SWA-1004,21687,1,20230111,20230118,20230131,11668,1,11668
SO60041,COM_LAP-1001,26747,3,20240922,20241002,20241006,47753,1,47753
SO60042,ACC_CHG-1001,21479,7,20231031,20231109,20231114,466,1,466
SO60043,ACC_CHG-1005,22715,4,20250523,20250527,20250611,1574,2,787
SO60044,GAM_ACC-1003,23756,6,20230501,20230504,20230517,6915,3,2305
SO60044,MOB_TAB-1005,23756,6,20230501,20230504,20230517,27992,2,13996
SO60045, ACC_CHG-1009,22218,6,20230131,20230202,20230215,1372,2,686
SO60046,DIS_MON-1001,24473,6,20231110,20231113,20231122,32043,3,10681
SO60046,GAM_CTR-1014,24473,6,20231110,20231113,20231122,1041,1,1041
SO60047,DIS_TVS-1002,26177,3,20250718,20250728,20250805,15246,1,15246
SO60048,ACC_CAB-1017,23990,2,20240403,20240411,20240415,89,1,89
SO60049,ACC_CHG-1010,21450,2,20231231,20240110,20240111,674,1,674
SO60049,COM_DSK-1011,21450,2,20231231,20240110,20240111,28360,2,14180
SO60050,COM_STR-1009,20413,4,20240129,20240202,20240209,9058,2,4529
SO60050,MOB_SWA-1015,20413,4,20240129,20240202,20240209,11743,1,11743
SO60050,ACC_CAB-1007,20413,4,20240129,20240202,20240209,578,2,289
SO60051,COM_DSK-1012,20810,3,20240806,20240811,20240826,45940,1,45940
SO60052,COM_STR-1012,24078,7,20250927,20250930,20251017,23421,3,7807
SO60052,ACC_CAS-1012,24078,7,20250927,20250930,20251017,3117,3,1039
SO60053,COM_GPU-1009,22983,2,20230723,20230727,20230806,12396,1,12396
SO60053, DIS_MON-1009,22983,2,20230723,20230727,20230806,20800,2,0
SO60054,GAM_CON-1013,24387,2,20250414,20250421,20250428,22784,1,22784
SO60055,COM_DSK-1006,22407,2,20230218,20230228,20230308,92902,2,46451
SO60056,ACC_CAS-1001,22675,2,20240308,20240315,20240327,168,1,168
SO60056,COM_GPU-1005,22675,2,20240308,20240315,20240327,22519,1,22519
SO60057,DIS_TVS-1002,20369,4,20250311,20250320,20250329,29544,2,14772
SO60057,DIS_MON-1004,20369,4,20250311,20250320,20250329,9440,2,4720
SO60058,GAM_CON-1011,22926,7,20250423,20250429,20250509,16360,1,16360
SO60059,COM_GPU-1003,26971,1,20250825,20250827,20250909,3219,3,1073
SO60060,COM_MTB-1001,22551,5,20240915,20240917,20241001,6567,1,6567
SO60060,ACC_CAB-1013,22551,5,20240915,20240917,20241001,972,3,324
SO60061,DIS_MON-1009,20683,3,20250819,20250822,20250904,20570,2,10285
SO60061,COM_LAP-1007,20683,3,20250819,20250822,20250904,82011,1,82011
SO60062,GAM_CTR-1002,22165,3,20241112,20241118,20241124,4647,3,1549
SO60062,DIS_TVS-1008,22165,3,20241112,20241118,20241124,164934,3,54978
SO60062,ACC_CAB-1006,22165,3,20241112,20241118,20241124,242,1,242
SO60063,DIS_TVS-1005,25188,3,20240903,20240907,20240922,78222,2,39111
SO60064,COM_DSK-1007,26643,7,20250924,20251004,20251010,35206,1,0
SO60065,MOB_SWA-1013,20775,4,20230427,20230501,20230515,9975,1,9975
SO60065,ACC_CHG-1012,20775,4,20230427,20230501,20230515,1270,2,635
SO60066,GAM_CTR-1003,20240,5,20250301,20250309,20250314,8904,3,2968
SO60067,GAM_CTR-1011,25263,4,20250901,20250904,20250918,1287,1,1287
SO60068,GAM_CON-1002,20105,1,20230406,20230416,20230422,18873,1,18873
SO60069,DIS_TVS-1001,21658,2,20231118,20231120,20231130,8396,1,8396
SO60069,DIS_MON-1008,21658,2,20231118,20231120,20231130,36818,2,0
SO60069,COM_LAP-1005,21658,2,20231118,20231120,20231130,156100,2,78050
SO60069,ACC_CAB-1008,21658,2,20231118,20231120,20231130,244,1,244
SO60070,MOB_SMP-1009,21269,6,20241029,20241105,20241115,36884,1,36884
SO60071,MOB_SMP-1012,21696,1,20230318,20230322,20230407,963,1,963
SO60071,MOB_SWA-1013,21696,1,20230318,20230322,20230407,9857,1,9857
SO60072,COM_DSK-1017,25568,7,20240424,20240429,20240508,58535,1,58535
SO60073,MOB_SWA-1008,25626,4,20250719,20250727,20250729,11982,1,11982
SO60073,DIS_MON-1004,25626,4,20250719,20250727,20250729,15615,3,5205
SO60073,GAM_CTR-1005,25626,4,20250719,20250727,20250729,3696,2,1848
SO60073,COM_STR-1003,25626,4,20250719,20250727,20250729,13692,2,6846
SO60074,DIS_TVS-1007,23823,2,20250910,20250917,20250930,32630,2,16315
SO60074,ACC_CAB-1015,23823,2,20250910,20250917,20250930,696,2,348
SO60075,ACC_CAS-1001,26698,7,20231114,20231120,20231130,501,3,167
SO60076,DIS_MON-1011,20804,6,20230520,20230526,20230607,26706,2,13353
SO60076,ACC_CAB-1017,20804,6,20230520,20230526,20230607,190,2,95
SO60077,MOB_SMP-1010,20156,2,20231202,20231207,20231212,3402,1,3402
SO60078,MOB_SWA-1014,21766,6,20241030,20241109,20241117,5528,1,5528
SO60079,MOB_TAB-1008,22844,5,20230102,20230104,20230118,17186,1,17186
SO60080,ACC_CHG-1009,21977,6,20241027,20241104,20241113,1312,2,656
SO60080,GAM_CTR-1008,21977,6,20241027,20241104,20241113,2408,1,2408
SO60080,GAM_ACC-1004,21977,6,20241027,20241104,20241113,727,1,552
SO60080,ACC_CAB-1011,21977,6,20241027,20241104,20241113,312,1,312
SO60081,ACC_CAS-1012,20942,5,20250714,20250722,20250727,1004,1,1004
SO60082,COM_MTB-1001,20368,1,20240518,20240528,20240531,6522,1,6522
SO60082,COM_RAM-1010,20368,1,20240518,20240528,20240531,2126,2,1063
SO60082,ACC_CAB-1004,20368,1,0,20240528,20240531,135,1,135
SO60083,COM_GPU-1004,24057,5,20240519,20240527,20240607,28303,1,28303
SO60084,COM_LAP-1005,20433,2,20250309,20250312,20250329,163228,2,81614
SO60084,DIS_MON-1006,20433,2,20250309,20250312,20250329,38182,2,19091
SO60085,MOB_TAB-1007,22433,6,20250609,20250614,20250625,19224,3,6408
SO60085,GAM_ACC-1015,22433,6,20250609,20250614,20250625,7244,2,3622
SO60086,ACC_CAB-1003,23846,4,20240227,20240229,20240315,772,2,386
SO60086,GAM_CON-1013,23846,4,20240227,20240229,20240315,23585,1,23585
SO60086,ACC_CAS-1011,23846,4,20240227,20240229,20240315,1761,3,587
SO60087,GAM_CON-1012,23658,6,20250622,20250626,20250712,44168,2,22084
SO60087,GAM_ACC-1008,23658,6,20250622,20250626,20250712,5508,2,2754
SO60088,MOB_SWA-1002,23666,1,20250206,20250214,20250226,27042,3,0
SO60088,GAM_CTR-1013,23666,1,20250206,20250214,20250226,2802,3,934
SO60089,MOB_TAB-1008,20271,7,20230224,0,20230310,16207,1,16207
SO60089,COM_STR-1008,20271,7,20230224,20230303,20230310,6928,2,3464
SO60089,GAM_CTR-1008,20271,7,20230224,20230303,20230310,6621,3,2207
SO60089,DIS_TVS-1002,20271,7,20230224,20230303,20230310,16402,1,16402
SO60089,MOB_SWA-1017,20271,7,20230224,20230303,20230310,22978,2,11489
SO60090,GAM_ACC-1008,26598,5,20250710,20250715,20250725,5366,2,2683
SO60090,COM_DSK-1005,26598,5,20250710,20250715,20250725,33663,1,33663
SO60091,MOB_SMP-1010,24592,1,20250323,20250402,20250407,7756,2,3878
SO60091,GAM_CON-1008,24592,1,20250323,20250402,20250407,14717,1,14717
SO60091,ACC_CHG-1005,24592,1,20250323,20250402,20250407,822,1,822
SO60092,DIS_TVS-1006,24180,1,20241212,20241215,20241224,97270,2,48635
SO60093,GAM_CTR-1006,23291,2,20230723,20230730,20230812,8020,2,4010
SO60094,COM_RAM-1006,26378,7,20250710,20250716,20250728,4641,3,1547
SO60094,ACC_CAS-1007,26378,7,20250710,20250716,20250728,247,1,247
SO60095,ACC_PWB-1003,25672,4,20240721,20240727,20240804,2135,1,2135
SO60096,GAM_ACC-1010,22258,7,20230704,20230714,20230721,1379,1,1379
SO60097,GAM_CTR-1011,20907,1,20240919,20240928,20241007,1220,1,1220
SO60098,GAM_CTR-1011,26779,6,20240307,20240311,20240324,1203,1,0
SO60099,COM_DSK-1003,20737,2,20230731,20230805,20230820,125376,2,62688
SO60099,ACC_CAB-1003,20737,2,20230731,20230805,20230820,385,1,385
SO60100,ACC_CAB-1011,21038,4,20241229,20250102,20250118,332,1,332
SO60101,MOB_SWA-1009,26417,3,20240109,20240118,20240120,13440,2,6720
SO60102,GAM_CTR-1011,25885,5,20230418,20230422,20230428,1226,1,1226
SO60103,COM_GPU-1001,20406,6,20250403,20250413,20250420,,3,31861
SO60104,MOB_TAB-1002,23618,2,20241024,20241031,20241112,17573,1,17573
SO60104,COM_MTB-1002,23618,2,20241024,20241031,20241112,7782,1,7782
SO60104,GAM_CTR-1008,23618,2,20241024,20241031,20241112,2224,1,2224
SO60105,MOB_SWA-1007,22627,3,20231231,20240110,20240112,5212,1,5212
SO60106,GAM_ACC-1003,23157,1,20250317,20250321,20250328,4776,2,2388
SO60107,GAM_CON-1006,21632,1,20241119,20241128,20241202,21259,1,21259
SO60108,MOB_SMP-1003,21473,5,0,20240228,20240306,38639,2,19288
SO60108,MOB_SWA-1016,21473,5,20240223,20240228,20240306,10671,3,3557
SO60109,COM_RAM-1012,25252,2,20230407,20230414,20230426,6914,2,3457
SO60110,MOB_SWA-1007,26469,6,20250910,0,20250922,11826,2,5913
SO60110,ACC_PWB-1010,26469,6,20250910,20250920,20250922,2229,1,2229
SO60111,ACC_CAS-1006,24546,4,20240306,20240314,20240323,156,1,156
SO60112,COM_DSK-1013,24040,6,20230311,20230316,20230330,1928,2,964
SO60113, MOB_SMP-1004,23668,7,20240428,20240502,20240515,13488,1,13488
SO60113,GAM_CTR-1007,23668,7,20240428,20240502,20240515,3099,1,3099
SO60113, COM_DSK-1008,23668,7,20240428,20240502,20240515,107760,2,53756
SO60114,ACC_CAB-1017,22327,3,20230926,20231006,20231016,279,3,93
SO60114,GAM_CON-1009,22327,3,20230926,20231006,20231016,16331,1,16331
SO60115,MOB_TAB-1006,21900,5,20230425,20230428,20230510,13290,2,6645
SO60115,ACC_CAB-1014,21900,5,20230425,20230428,20230510,542,2,271
SO60116,GAM_CON-1007,21895,7,20230112,20230120,20230201,54153,3,18051
SO60116,COM_GPU-1008,21895,7,20230112,20230120,20230201,37141,1,37141
SO60117,ACC_CAS-1015,24412,6,20240322,20240329,20240411,408,2,204
SO60117,MOB_SWA-1009,24412,6,20240322,20240329,20240411,6681,1,6681
SO60118,GAM_CON-1006,25151,3,20240501,20240510,20240518,47044,2,23522
SO60119,COM_LAP-1005,21935,3,20230121,20230126,20230203,235707,3,78569
SO60120,GAM_CTR-1007,21761,6,20230801,20230810,20230814,9813,3,3271
SO60120,ACC_CAB-1002,21761,6,20230801,20230810,20230814,2048,2,1024
SO60121,GAM_CON-1008,22728,2,20241009,20241013,20241019,15672,1,15672
SO60122,GAM_CTR-1005,20996,1,20250126,20250205,20250214,3704,2,1852
SO60123,GAM_CON-1001,23067,3,20250620,20250626,20250705,50740,2,25370
SO60123,COM_DSK-1014,23067,3,20250620,20250626,20250705,112366,2,56183
SO60123,COM_STR-1013,23067,3,20250620,20250626,20250705,2779,1,2779
SO60124,MOB_TAB-1009,23550,3,20250604,20250613,20250620,50382,2,25191
SO60125,COM_GPU-1004,25009,4,20250509,20250515,20250525,26232,1,26232
SO60125,COM_DSK-1009,25009,4,20250509,20250515,20250525,2172,2,1086
SO60125,COM_STR-1008,25009,4,20250509,20250515,20250525,7016,2,3508
SO60125,GAM_ACC-1009,,4,20250509,20250515,20250525,6255,3,2085
SO60126,DIS_TVS-1008,24202,1,20230327,20230403,20230415,113184,2,56592
SO60127,GAM_CON-1015,21456,7,20240826,20240830,20240912,22696,1,22696
SO60128,ACC_CAS-1010,20358,2,20240329,20240408,20240409,327,1,327
SO60129,DIS_TVS-1011,21986,2,20250509,20250512,20250528,135891,3,45297
SO60130,MOB_SMP-1010,24490,1,20250617,20250624,20250706,11397,3,3799
SO60131,COM_LAP-1003,20038,6,20230425,20230501,20230507,60506,2,30253
SO60131,COM_LAP-1002,20038,6,20230425,20230501,20230507,81349,1,81349
SO60132,DIS_TVS-1009,25686,6,20231214,20231216,20240102,13390,1,13390
SO60133,MOB_TAB-1003,20217,2,20230301,20230303,20230311,46407,3,15469
SO60134,MOB_SWA-1015,23477,7,20230530,20230608,20230614,32766,3,10922
SO60134,MOB_SWA-1009,23477,7,20230530,20230608,20230614,12834,2,6417
SO60135,DIS_MON-1012,25377,6,20230227,20230305,20230316,6972,2,3486
SO60136,MOB_SWA-1010,26308,4,20250705,20250713,20250719,8998,1,8998
SO60137,COM_STR-1014,23655,3,20240122,20240129,20240204,15436,2,7718
SO60137,ACC_PWB-1009,23655,3,20240122,20240129,20240204,1716,3,0
SO60137,GAM_CTR-1006,23655,3,20240122,20240129,20240204,3735,1,3735
SO60138,ACC_CAB-1015,22816,1,20250216,20250226,20250308,361,1,361
SO60139,DIS_TVS-1011,21364,1,20241105,20241107,20241121,89438,2,44719
SO60140,COM_STR-1018,26464,1,20240923,20240930,20241008,10627,2,5524
SO60141,ACC_CAS-1004,22274,2,20240131,20240207,20240214,1014,1,1014
SO60142,GAM_CON-1014,24385,7,20231210,20231215,20231228,18598,2,9299
SO60143,ACC_CHG-1010,24989,1,20250105,20250114,20250125,1442,2,721
SO60143,COM_LAP-1010,24989,1,20250105,20250114,20250125,164268,3,54756
SO60144,ACC_CAS-1015,24713,7,20231004,20231012,20231023,436,2,218
SO60145,MOB_SWA-1004,20203,5,20250623,20250701,20250704,22396,2,11198
SO60146,ACC_CAB-1017,21551,6,20250326,20250404,20250406,294,3,98
SO60146,MOB_SMP-1012,21551,6,20250326,20250404,20250406,1037,1,1037
SO60147,COM_LAP-1008,26697,7,20241204,20241208,20241215,32482,1,32482
SO60147,ACC_PWB-1001,26697,7,20241204,20241208,20241215,1292,1,1292
SO60147,DIS_MON-1005,26697,7,20241204,20241208,20241215,15553,1,15553
SO60147,MOB_TAB-1002,26697,7,20241204,20241208,20241215,32022,2,16011
SO60148,ACC_CAB-1004,24175,5,20240715,20240723,20240730,131,1,131
SO60149,COM_DSK-1001,24779,6,20250315,20250320,20250401,26172,2,13086
SO60150,ACC_CHG-1011,20037,6,20240628,20240705,20240717,2116,2,1058
SO60150,COM_RAM-1008,20037,6,20240628,20240705,20240717,9399,3,3133
SO60151,COM_DSK-1017,23402,4,20240702,20240705,20240722,126076,2,63038
SO60151,COM_MTB-1003,23402,4,20240702,20240705,20240722,6484,1,6484
SO60152,DIS_MON-1007,23569,2,20230318,20230328,20230406,9712,1,9712
SO60152,COM_DSK-1015,23569,2,20230318,20230328,20230406,30670,1,30670
SO60153,DIS_MON-1004,20932,5,20250802,20250806,20250819,5080,1,5080
SO60153,ACC_CAB-1004,20932,5,20250802,20250806,20250819,119,1,119
SO60154,GAM_CON-1013,20358,5,20241005,20241013,20241019,47968,2,23984
SO60155,MOB_SWA-1002,20699,6,20250712,20250722,20250723,18212,2,9106
SO60156,GAM_CTR-1009,22449,5,20230829,20230901,20230911,2094,1,2094
SO60157,ACC_CAS-1011,20123,2,20250916,20250919,20251005,1128,2,564
SO60158,DIS_TVS-1012,26715,3,20230920,20230924,20231005,138945,3,46315
SO60158,ACC_CHG-1002,26715,3,20230920,20230924,20231005,467,1,467
SO60158,COM_DSK-1006,26715,3,20230920,20230924,20231005,94370,2,47185
SO60158,MOB_SWA-1003,26715,3,20230920,20230924,20231005,3974,2,1987
SO60158,GAM_ACC-1005,26715,3,20230920,20230924,20231005,2916,3,972
SO60158,ACC_PWB-1005,26715,3,20230920,20230924,20231005,1508,2,0
SO60158,MOB_SWA-1009,26715,3,20230920,20230924,20231005,13378,2,6689
SO60159,GAM_CTR-1002,22782,2,20230819,20230829,20230901,1377,1,1377
SO60159,ACC_CAS-1008,22782,2,20230819,20230829,20230901,291,1,291
SO60160,COM_STR-1013,24374,4,20241020,20241026,20241104,2737,1,2737
SO60160,COM_STR-1007,24374,4,20241020,20241026,20241104,13412,2,6706
SO60161,GAM_CON-1010,25479,2,20250501,20250506,20250512,47360,2,23680
SO60161,COM_MTB-1005,25479,2,20250501,20250506,20250512,6621,3,2207
SO60161,MOB_TAB-1009,25479,2,20250501,20250506,20250512,45958,2,22979
SO60162,COM_LAP-1001,24259,3,20250719,20250725,20250806,94630,2,47315
SO60163,GAM_CON-1007,21968,4,20230720,20230727,20230807,18695,1,18695
SO60164,DIS_MON-1004,24001,4,20240120,20240128,20240209,9234,2,4617
SO60165,GAM_CTR-1013,21068,6,20250306,20250312,20250316,1918,2,959
SO60166,ACC_CHG-1005,21442,5,20250812,20250816,20250831,1580,2,790
SO60167,COM_STR-1007,22996,7,20230121,20230125,20230202,18813,3,6271
SO60167,COM_GPU-1009,22996,7,20230121,20230125,20230202,41235,3,13745
SO60168,COM_DSK-1007,25297,5,20230805,20230809,20230817,72428,2,36214
SO60169,GAM_ACC-1006,23566,1,20240305,20240311,20240325,2513,1,2513
SO60170,ACC_PWB-1001,21684,6,20231111,20231117,20231201,1393,1,1393
SO60171,COM_DSK-1016,22240,7,20230213,20230218,20230305,13490,1,13490
SO60172,COM_DSK-1009,21176,5,20230817,20230822,20230906,3090,3,1030
SO60172,ACC_CAB-1001,21176,5,20230817,20230822,20230906,432,2,216
SO60172,MOB_SWA-1005,21176,5,20230817,20230822,20230906,22654,2,11327
SO60173,COM_RAM-1014,26524,3,20231225,20231230,20240110,4930,2,0
SO60173,MOB_TAB-1006,26524,3,20231225,20231230,20240110,14736,2,7368
SO60174,COM_LAP-1011,20731,1,20230902,20230911,20230913,43852,1,43852
SO60174,MOB_SMP-1012,20731,1,20230902,0,20230913,2136,2,1068
SO60175,COM_GPU-1002,26844,1,20241107,20241115,20241121,43701,1,43701
SO60176,COM_RAM-1013,24283,1,20240427,20240429,20240510,1344,1,1344
SO60176,MOB_SMP-1002,24283,1,20240427,20240429,20240510,15811,1,15811
SO60177,COM_DSK-1013,23252,3,20250205,20250209,20250225,1010,1,1010
SO60177,DIS_MON-1006,23252,3,20250205,20250209,20250225,18651,1,18651
SO60178,ACC_PWB-1003,25968,7,20250709,20250712,20250724,2021,1,2021
SO60178,COM_GPU-1002,25968,7,20250709,20250712,20250724,84526,2,42263
SO60178,DIS_TVS-1010,25968,7,20250709,20250712,20250724,67206,2,33603
SO60179,COM_MTB-1001,23846,1,20241211,20241216,20241222,6689,1,6689
SO60180,ACC_CAS-1011,23615,2,20250615,20250620,20250701,1106,2,553
SO60181,ACC_CHG-1007,20707,4,20241123,20241128,20241206,2895,3,965
SO60182,ACC_PWB-1003,24652,3,20230125,20230202,20230206,1873,1,1873
SO60183,MOB_SWA-1001,,6,20230526,0,20230605,23442,2,11617
SO60184,COM_DSK-1010,22885,1,20250509,20250518,20250529,1028,1,1028
SO60185,MOB_TAB-1005,20184,1,20230602,20230608,20230612,13076,1,13076
SO60185,COM_STR-1017,20184,1,20230602,20230608,20230612,20892,3,6964
SO60185,DIS_MON-1004,20184,1,20230602,20230608,20230612,5114,1,4702
SO60185,COM_GPU-1003,20184,1,20230602,20230608,20230612,3201,3,1067
SO60185,ACC_CAB-1005,20184,1,20230602,20230608,20230612,200,1,200
SO60186,ACC_PWB-1008,23593,3,20230326,20230328,20230409,5020,2,2510
SO60186,MOB_SMP-1003,23593,3,20230326,20230328,20230409,37408,2,18704
SO60187,ACC_CAS-1014,24584,3,20230314,20230322,20230324,521,1,521
SO60188,DIS_TVS-1002,24167,2,20240420,20240427,20240509,48054,3,16018
SO60189,MOB_TAB-1001,26325,5,20230210,20230214,20230222,10018,1,10018
SO60189,COM_GPU-1008,26325,5,20230210,20230214,20230222,35732,1,35276
SO60190,COM_MTB-1005,25224,7,20240620,20240622,20240704,4282,2,2141
SO60191,COM_LAP-1009,26305,7,20240525,20240601,20240606,44384,2,22192
SO60192, GAM_ACC-1005,26804,1,20240320,20240324,20240401,3123,3,1041
SO60193,GAM_CON-1013,26881,7,20240124,20240203,20240210,21664,1,21664
SO60194,ACC_CAB-1001,21042,7,20230306,20230314,20230323,203,1,203
SO60195,DIS_MON-1011,20282,7,20250222,20250304,20250308,24640,2,12320
SO60195,COM_STR-1002,20282,7,20250222,20250304,20250308,11506,2,5753
SO60196,GAM_CON-1011,22594,3,20240620,20240623,20240707,17259,1,17259
SO60196,COM_RAM-1012,22594,3,20240620,20240623,20240707,3705,1,3705
SO60197,ACC_CAS-1008,26948,7,20240303,20240308,20240319,286,1,0
SO60198,ACC_CAS-1007,25597,6,20230808,20230813,20230824,,1,244
SO60198,COM_MTB-1002,25597,6,20230808,20230813,20230824,14274,2,7137
SO60199,MOB_TAB-1006,24467,2,20230320,20230329,20230401,6637,1,6637
SO60200,ACC_CAS-1009,26468,3,20230417,20230427,20230501,1114,2,557
SO60200,ACC_CAB-1016,26468,3,20230417,20230427,20230501,330,3,110
SO60201,GAM_CTR-1001,24203,2,20241028,20241031,20241112,6210,2,3105
SO60202,ACC_CAB-1005,21638,2,20230221,20230301,20230311,194,1,194
SO60203,ACC_CHG-1003,24864,3,20230201,20230204,20230212,516,2,258
SO60204,COM_GPU-1007,25665,2,20250217,20250221,20250307,1131,1,1043
SO60205,ACC_CHG-1005,23614,3,20230630,20230707,20230717,869,1,869
SO60205,DIS_TVS-1001,23614,3,20230630,20230707,20230717,17418,2,8709
SO60205,ACC_CAB-1017,23614,3,20230630,20230707,20230717,196,2,98
SO60206,ACC_CHG-1005,23015,3,20250223,20250301,20250314,814,1,-814
SO60206,DIS_TVS-1003,23015,3,20250223,20250301,20250314,40344,3,13448
SO60207,ACC_CHG-1003,24080,7,20241008,20241013,20241023,249,1,249
SO60208, ACC_CAS-1011,25067,2,20230310,20230318,20230326,559,1,559
SO60209,DIS_TVS-1007,22536,2,20250506,20250512,20250518,35258,2,17416
SO60210,GAM_CON-1009,21117,7,20250924,20250928,20251008,16400,1,16400
SO60210,COM_STR-1017,21117,7,20250924,20250928,20251008,14198,2,7099
